n,ingreso_mean,ingreso_sd,ingreso_med,ingreso_min,ingreso_max,dti_mean,dti_sd,monto_mean,monto_sd,fico_mean,fico_sd,exp_mean,exp_sd,anos_mean,anos_sd
968613,79327.46,72436.43,67000,1896,10999200,18.37,9.56,14685.45,8776.53,697.55,31.58,1,0.01,6.06,3.57
